Molecule,Radical Y,Radical Z,Bond Index,Bond Type,BDE
OCC=C1CCCCC1,[H],OC[C]=C1CCCCC1,12,C-H,107.2212078
OCC=C1CCCCC1,[H],OCC=C1[CH]CCCC1,13,C-H,84.91389037
OCC=C1CCCCC1,[H],OCC=C1C[CH]CCC1,15,C-H,97.71193643
OCC=C1CCCCC1,[H],OCC=C1CC[CH]CC1,17,C-H,97.56007925
O=C1C=CC(=O)C1,[H],O=C1[C]=CC(=O)C1,7,C-H,114.2323659
O=C1C=CC(=O)C1,[H],O=C1[CH]C(=O)C=C1,9,C-H,93.50386107
C=C1CC=C(C(C)C)CC1,C=C1CC=[C]CC1,C[CH]C,4,C-C,96.26176313
C=C1CC=C(C(C)C)CC1,C=C1CC=C([CH]C)CC1,[CH3],5,C-C,75.37198852
C=C1CC=C(C(C)C)CC1,[H],[CH]=C1CC=C(C(C)C)CC1,10,C-H,110.3192197
C=C1CC=C(C(C)C)CC1,[H],C=C1[CH]C=C(C(C)C)CC1,12,C-H,75.87023066
C=C1CC=C(C(C)C)CC1,[H],C=C1C[C]=C(C(C)C)CC1,14,C-H,107.2726636
C=C1CC=C(C(C)C)CC1,[H],C=C1CC=C([C](C)C)CC1,15,C-H,84.35666238
C=C1CC=C(C(C)C)CC1,[H],C=C1C[CH]C(C(C)C)=CC1,22,C-H,85.07327766
C=C1CC=C(C(C)C)CC1,[H],C=C1[CH]CC(C(C)C)=CC1,24,C-H,84.57252547
O=C(O)C1CCC(O)CC1,O=[C]C1CCC(O)CC1,[OH],1,C-O,110.8883704
O=C(O)C1CCC(O)CC1,OC1CC[CH]CC1,O=[C]O,2,C-C,93.35702397
O=C(O)C1CCC(O)CC1,O=C(O)C1CC[CH]CC1,[OH],6,C-O,96.61442319
O=C(O)C1CCC(O)CC1,[H],[O]C(=O)C1CCC(O)CC1,10,H-O,111.5409798
O=C(O)C1CCC(O)CC1,[H],O=C(O)[C]1CCC(O)CC1,11,C-H,88.98265873
O=C(O)C1CCC(O)CC1,[H],O=C(O)C1CC[C](O)CC1,16,C-H,92.7809707
O=C(O)C1CCC(O)CC1,[H],[O]C1CCC(C(=O)O)CC1,17,H-O,104.7230945
Cc1ccc(C(C)C)cc1,[CH3],CC(C)c1cc[c]cc1,0,C-C,102.8022894
Cc1ccc(C(C)C)cc1,C[CH]C,Cc1cc[c]cc1,4,C-C,98.73854115
Cc1ccc(C(C)C)cc1,[CH3],C[CH]c1ccc(C)cc1,5,C-C,76.66653958
Cc1ccc(C(C)C)cc1,[H],[CH2]c1ccc(C(C)C)cc1,10,C-H,89.52357149
Cc1ccc(C(C)C)cc1,[H],Cc1[c]cc(C(C)C)cc1,13,C-H,110.7358857
Cc1ccc(C(C)C)cc1,[H],Cc1c[c]c(C(C)C)cc1,14,C-H,109.8090549
Cc1ccc(C(C)C)cc1,[H],C[C](C)c1ccc(C)cc1,15,C-H,85.5501845
C=CCC(CC=C)C(=O)O,C=CC[CH]C(=O)O,[CH2]C=C,2,C-C,67.75089171
C=CCC(CC=C)C(=O)O,O=[C]O,C=CC[CH]CC=C,6,C-C,93.2478374
C=CCC(CC=C)C(=O)O,C=CCC([C]=O)CC=C,[OH],8,C-O,110.1886979
C=CCC(CC=C)C(=O)O,[H],C=CC[C](CC=C)C(=O)O,14,C-H,88.37460251
Cc1ccc(C(=O)O)cc1,O=C(O)c1cc[c]cc1,[CH3],0,C-C,103.3068067
Cc1ccc(C(=O)O)cc1,O=[C]O,Cc1cc[c]cc1,4,C-C,109.1997437
Cc1ccc(C(=O)O)cc1,[OH],Cc1ccc([C]=O)cc1,6,C-O,111.6470288
Cc1ccc(C(=O)O)cc1,[H],[CH2]c1ccc(C(=O)O)cc1,10,C-H,89.28260803
Cc1ccc(C(=O)O)cc1,[H],Cc1[c]cc(C(=O)O)cc1,13,C-H,111.3671598
Cc1ccc(C(=O)O)cc1,[H],Cc1ccc(C([O])=O)cc1,15,H-O,112.565702
Cc1cc(N)c(N)cc1C,[CH3],Cc1[c]cc(N)c(N)c1,0,C-C,103.0200351
Cc1cc(N)c(N)cc1C,[NH2],Cc1c[c]c(N)cc1C,3,C-N,106.4060736
Cc1cc(N)c(N)cc1C,[H],[CH2]c1cc(N)c(N)cc1C,10,C-H,88.35891478
Cc1cc(N)c(N)cc1C,[H],Cc1[c]c(N)c(N)cc1C,13,C-H,111.2385204
Nc1cccc(C(=O)O)c1,O=C(O)c1c[c]ccc1,[NH2],0,C-N,106.6068765
Nc1cccc(C(=O)O)c1,O=[C]O,Nc1c[c]ccc1,5,C-C,108.2609902
Nc1cccc(C(=O)O)c1,[H],[NH]c1cccc(C(=O)O)c1,10,H-N,93.9104869
Nc1cccc(C(=O)O)c1,[H],Nc1[c]ccc(C(=O)O)c1,12,C-H,111.7756681
Nc1cccc(C(=O)O)c1,[H],Nc1c[c]cc(C(=O)O)c1,13,C-H,111.1330989
Nc1cccc(C(=O)O)c1,[H],Nc1cc[c]c(C(=O)O)c1,14,C-H,113.0764943
Nc1cccc(C(=O)O)c1,[H],Nc1cccc(C([O])=O)c1,15,H-O,112.6868112
Nc1cccc(C(=O)O)c1,[H],Nc1[c]c(C(=O)O)ccc1,16,C-H,112.9152245
Nc1ccc(C(=O)O)cn1,O=C(O)c1cc[c]nc1,[NH2],0,C-N,109.9860125
Nc1ccc(C(=O)O)cn1,O=[C]O,Nc1cc[c]cn1,4,C-C,112.2061393
Nc1ccc(C(=O)O)cn1,[OH],Nc1ccc([C]=O)cn1,6,C-O,110.9599064
Nc1ccc(C(=O)O)cn1,[H],[NH]c1ccc(C(=O)O)cn1,10,H-N,99.425036
Nc1ccc(C(=O)O)cn1,[H],Nc1[c]cc(C(=O)O)cn1,12,C-H,112.5242864
Nc1ccc(C(=O)O)cn1,[H],Nc1c[c]c(C(=O)O)cn1,13,C-H,111.4493635
Nc1ccc(C(=O)O)cn1,[H],Nc1ccc(C([O])=O)cn1,14,H-O,113.2045061
Nc1ccc(C(=O)O)cn1,[H],Nc1ccc(C(=O)O)[c]n1,15,C-H,107.4703289
CCCC(CCC)C(=O)O,CCC[CH]C(=O)O,[CH2]CC,2,C-C,80.77986108
CCCC(CCC)C(=O)O,O=[C]O,CCC[CH]CCC,6,C-C,93.15182852
CCCC(CCC)C(=O)O,CCCC([C]=O)CCC,[OH],8,C-O,110.7314932
CCCC(CCC)C(=O)O,[H],CCC[C](CCC)C(=O)O,16,C-H,88.11230374
CCCC(CCC)C(=O)O,[H],CCCC(CCC)C([O])=O,24,H-O,112.4947934
Cc1cccc(C(=O)O)c1,O=C(O)c1c[c]ccc1,[CH3],0,C-C,103.2967665
Cc1cccc(C(=O)O)c1,O=[C]O,Cc1c[c]ccc1,5,C-C,108.3300162
Cc1cccc(C(=O)O)c1,[H],[CH2]c1cccc(C(=O)O)c1,10,C-H,90.21257637
Cc1cccc(C(=O)O)c1,[H],Cc1[c]ccc(C(=O)O)c1,13,C-H,110.9724566
Cc1cccc(C(=O)O)c1,[H],Cc1c[c]cc(C(=O)O)c1,14,C-H,111.3100565
Cc1cccc(C(=O)O)c1,[H],Cc1cc[c]c(C(=O)O)c1,15,C-H,112.3040307
Cc1cccc(C(=O)O)c1,[H],Cc1cccc(C([O])=O)c1,16,H-O,112.6096276
Cc1cccc(C(=O)O)c1,[H],Cc1[c]c(C(=O)O)ccc1,17,C-H,111.9714509
CC(C)C1CCC(O)CC1,C[CH]C1CCC(O)CC1,[CH3],0,C-C,86.08607718
CC(C)C1CCC(O)CC1,OC1CC[CH]CC1,C[CH]C,2,C-C,83.41916393
CC(C)C1CCC(O)CC1,CC(C)C1CC[CH]CC1,[OH],6,C-O,96.71356961
CC(C)C1CCC(O)CC1,[H],C[C](C)C1CCC(O)CC1,13,C-H,94.50787547
CC(C)C1CCC(O)CC1,[H],CC(C)[C]1CCC(O)CC1,17,C-H,95.1096566
CC(C)C1CCC(O)CC1,[H],CC(C)C1CC[C](O)CC1,22,C-H,92.31473152
CC1=CC=C(C(C)C)CC1,CC(C)C1=CC=[C]CC1,[CH3],0,C-C,102.6159193
CC1=CC=C(C(C)C)CC1,C[CH]C1=CC=C(C)CC1,[CH3],5,C-C,68.63818944
CC1=CC=C(C(C)C)CC1,[H],[CH2]C1=CC=C(C(C)C)CC1,10,C-H,80.59035336
CC1=CC=C(C(C)C)CC1,[H],CC1=[C]C=C(C(C)C)CC1,13,C-H,110.1416347
CC1=CC=C(C(C)C)CC1,[H],CC1=C[C]=C(C(C)C)CC1,14,C-H,108.8495937
CC1=CC=C(C(C)C)CC1,[H],C[C](C)C1=CC=C(C)CC1,15,C-H,77.98242596
CC1=CC=C(C(C)C)CC1,[H],CC1=CC=C(C(C)C)C[CH]1,24,C-H,76.50652479
CC1=CC[C@H](C(C)C)C=C1,CC(C)[C@@H]1C=C[C]=CC1,[CH3],0,C-C,102.6052516
CC1=CC[C@H](C(C)C)C=C1,C[CH][C@@H]1C=CC(C)=CC1,[CH3],5,C-C,87.14656739
CC1=CC[C@H](C(C)C)C=C1,[H],[CH2]C1=CC[C@H](C(C)C)C=C1,10,C-H,86.16765335
CC1=CC[C@H](C(C)C)C=C1,[H],CC1=[C]C[C@H](C(C)C)C=C1,13,C-H,109.1062448
CC1=CC[C@H](C(C)C)C=C1,[H],CC1=C[CH][C@H](C(C)C)C=C1,14,C-H,74.56375693
CC1=CC[C@H](C(C)C)C=C1,[H],C[C](C)[C@@H]1C=CC(C)=CC1,17,C-H,94.20165108
CC1=CC[C@H](C(C)C)C=C1,[H],CC1=CC[C@H](C(C)C)[C]=C1,24,C-H,107.929038
CC1=CC[C@H](C(C)C)C=C1,[H],CC1=CC[C@H](C(C)C)C=[C]1,25,C-H,109.2825749
CC(C)=C(O)[C@H](O)CO,C[C]=C(O)[C@H](O)CO,[CH3],0,C-C,100.4095976
CC(C)=C(O)[C@H](O)CO,CC(C)=[C][C@H](O)CO,[OH],3,C-O,112.8167056
CC(C)=C(O)[C@H](O)CO,[CH2][C@@H](O)C(O)=C(C)C,[OH],7,C-O,98.9374615
CC(C)=C(O)[C@H](O)CO,[H],[CH2]C(C)=C(O)[C@H](O)CO,8,C-H,85.25274523
CC(C)=C(O)[C@H](O)CO,[H],CC(C)=C([O])[C@H](O)CO,14,H-O,75.08772694
CC(C)=C(O)[C@H](O)CO,[H],CC(C)=C(O)[C@H]([O])CO,16,H-O,103.2120528
CC(C)=C(O)[C@H](O)CO,[H],CC(C)=C(O)[C@H](O)[CH]O,17,C-H,94.44449706
CC(C)=C(O)[C@H](O)CO,[H],CC(C)=C(O)[C@H](O)C[O],19,H-O,106.0722388
CC(C)=NO,C[C]=NO,[CH3],0,C-C,98.83203999
CC(C)=NO,CC(C)=[N],[OH],3,N-O,63.20333399
CC(C)=NO,[H],[CH2]C(C)=NO,4,C-H,88.25161074
CN(CCO)CCO,OCC[N]CCO,[CH3],0,C-N,77.65988633
CN(CCO)CCO,C[N]CCO,[CH2]CO,1,C-N,79.95907931
CN(CCO)CCO,[CH2]N(C)CCO,[CH2]O,2,C-C,79.82855744
CN(CCO)CCO,[CH2]CN(C)CCO,[OH],3,C-O,95.53887276
CN(CCO)CCO,[H],[CH2]N(CCO)CCO,7,C-H,87.97550678
CN(CCO)CCO,[H],CN([CH]CO)CCO,10,C-H,91.26428145
CN(CCO)CCO,[H],CN(C[CH]O)CCO,12,C-H,91.74118829
CN(CCO)CCO,[H],CN(CC[O])CCO,14,H-O,104.9791182
N#CC1CCNCC1,[H],N#C[C]1CCNCC1,8,C-H,82.0919824
N#CC1CCNCC1,[H],N#CC1CC[N]CC1,13,H-N,92.53561469
Cc1cccc(CN)c1,[CH3],NCc1c[c]ccc1,0,C-C,102.5148903
Cc1cccc(CN)c1,[CH2]N,Cc1c[c]ccc1,5,C-C,93.80506539
Cc1cccc(CN)c1,[CH2]c1cccc(C)c1,[NH2],6,C-N,75.70896085
Cc1cccc(CN)c1,[H],[CH2]c1cccc(CN)c1,9,C-H,89.76641747
Cc1cccc(CN)c1,[H],Cc1[c]ccc(CN)c1,12,C-H,111.1512967
Cc1cccc(CN)c1,[H],Cc1c[c]cc(CN)c1,13,C-H,110.7151779
Cc1cccc(CN)c1,[H],Cc1cc[c]c(CN)c1,14,C-H,110.4183662
Cc1cccc(CN)c1,[H],Cc1cccc([CH]N)c1,15,C-H,78.70468882
Cc1cccc(CN)c1,[H],Cc1cccc(C[NH])c1,17,H-N,99.21795803
Cc1cccc(CN)c1,[H],Cc1[c]c(CN)ccc1,19,C-H,110.0475083
O=NN1CCCCC1,[H],O=NN1[CH]CCCC1,8,C-H,89.19036421
O=NN1CCCCC1,[H],O=NN1C[CH]CCC1,10,C-H,99.05480569
O=NN1CCCCC1,[H],O=NN1CC[CH]CC1,12,C-H,97.91964191
COc1cccc(C)c1,[CH3],Cc1cccc([O])c1,0,C-O,68.88166293
COc1cccc(C)c1,C[O],Cc1c[c]ccc1,1,C-O,101.8051776
COc1cccc(C)c1,[CH3],COc1c[c]ccc1,6,C-C,102.4609245
COc1cccc(C)c1,[H],[CH2]Oc1cccc(C)c1,9,C-H,96.56045741
COc1cccc(C)c1,[H],COc1[c]ccc(C)c1,12,C-H,113.5182606
COc1cccc(C)c1,[H],COc1c[c]cc(C)c1,13,C-H,110.5620657
COc1cccc(C)c1,[H],COc1cc[c]c(C)c1,14,C-H,112.0009439
COc1cccc(C)c1,[H],[CH2]c1cccc(OC)c1,15,C-H,89.85301371
COc1cccc(C)c1,[H],COc1[c]c(C)ccc1,18,C-H,113.1486578
CNC1CCCCC1,[CH3],[NH]C1CCCCC1,0,C-N,82.72137393
CNC1CCCCC1,[CH]1CCCCC1,C[NH],1,C-N,82.90272403
CNC1CCCCC1,[H],[CH2]NC1CCCCC1,8,C-H,90.54578365
CNC1CCCCC1,[H],C[N]C1CCCCC1,11,H-N,94.05544148
CNC1CCCCC1,[H],CN[C]1CCCCC1,12,C-H,89.5386317
CNC1CCCCC1,[H],CNC1CC[CH]CC1,17,C-H,97.62283015
CN1CCC[C@@H]1CCO,OCC[C@H]1CCC[N]1,[CH3],0,C-N,78.2572749
CN1CCC[C@@H]1CCO,[CH2]O,[CH2][C@H]1CCCN1C,6,C-C,89.01842674
CN1CCC[C@@H]1CCO,[CH2]C[C@H]1CCCN1C,[OH],7,C-O,98.26226182
CN1CCC[C@@H]1CCO,[H],[CH2]N1CCC[C@@H]1CCO,9,C-H,92.34736199
CN1CCC[C@@H]1CCO,[H],CN1[CH]CC[C@@H]1CCO,12,C-H,91.00825778
CN1CCC[C@@H]1CCO,[H],CN1C[CH]C[C@@H]1CCO,14,C-H,96.37659727
CN1CCC[C@@H]1CCO,[H],CN1CC[CH][C@@H]1CCO,16,C-H,99.33906726
CN1CCC[C@@H]1CCO,[H],CN1CCC[C@@H]1[CH]CO,19,C-H,100.7428049
CN1CCC[C@@H]1CCO,[H],CN1CCC[C@@H]1C[CH]O,21,C-H,90.58594422
CN1CCC[C@@H]1CCO,[H],CN1CCC[C@@H]1CC[O],23,H-O,106.8603901
O=Cc1cccc(O)c1,Oc1c[c]ccc1,[CH]=O,1,C-C,98.51828549
O=Cc1cccc(O)c1,O=Cc1c[c]ccc1,[OH],6,C-O,113.0344512
O=Cc1cccc(O)c1,[H],O=[C]c1cccc(O)c1,9,C-H,90.256502
O=Cc1cccc(O)c1,[H],O=Cc1[c]ccc(O)c1,10,C-H,112.1283282
O=Cc1cccc(O)c1,[H],O=Cc1c[c]cc(O)c1,11,C-H,111.2567182
O=Cc1cccc(O)c1,[H],O=Cc1cc[c]c(O)c1,12,C-H,111.9118376
O=Cc1cccc(O)c1,[H],[O]c1cccc(C=O)c1,13,H-O,89.76453494
O=Cc1cccc(O)c1,[H],O=Cc1[c]c(O)ccc1,14,C-H,112.7909777
O=C[C@@H]1CCC=CO1,[H],O=[C][C@@H]1CCC=CO1,8,C-H,89.17216645
O=C[C@@H]1CCC=CO1,[H],O=C[C@@H]1[CH]CC=CO1,10,C-H,99.36416762
O=C[C@@H]1CCC=CO1,[H],O=C[C@@H]1C[CH]C=CO1,12,C-H,84.02282759
O=C[C@@H]1CCC=CO1,[H],O=C[C@@H]1CC[C]=CO1,14,C-H,112.5111087
O=C[C@@H]1CCC=CO1,[H],O=C[C@@H]1CCC=[C]O1,15,C-H,110.7798114
N#Cc1ccccc1,[H],N#Cc1[c]cccc1,8,C-H,112.9673077
N#Cc1ccccc1,[H],N#Cc1c[c]ccc1,9,C-H,111.7982585
N#Cc1ccccc1,[H],N#Cc1cc[c]cc1,10,C-H,111.4700713
COc1cc(N)cc(N)c1,[CH3],Nc1cc(N)cc([O])c1,0,C-O,88.5063794
COc1cc(N)cc(N)c1,C[O],Nc1c[c]cc(N)c1,1,C-O,101.5635867
COc1cc(N)cc(N)c1,[NH2],COc1c[c]cc(N)c1,4,C-N,105.4685752
COc1cc(N)cc(N)c1,[H],[CH2]Oc1cc(N)cc(N)c1,10,C-H,96.29251107
COc1cc(N)cc(N)c1,[H],COc1[c]c(N)cc(N)c1,13,C-H,115.0525201
COc1cc(N)cc(N)c1,[H],COc1cc([NH])cc(N)c1,14,H-N,92.7037871
COc1cc(N)cc(N)c1,[H],COc1cc(N)[c]c(N)c1,16,C-H,113.6017193
C#Cc1cccnc1,[C]#C,[c]1cccnc1,1,C-C,139.341511
C#Cc1cccnc1,[H],[C]#Cc1cccnc1,8,C-H,132.1188824
C#Cc1cccnc1,[H],C#Cc1[c]ccnc1,9,C-H,111.8622644
C#Cc1cccnc1,[H],C#Cc1c[c]cnc1,10,C-H,112.3899994
C#Cc1cccnc1,[H],C#Cc1cc[c]nc1,11,C-H,106.4845122
C#Cc1cccnc1,[H],C#Cc1[c]nccc1,12,C-H,107.0844109
N#C[C@@H]1CC=CCC1,[H],N#C[C@@H]1[CH]C=CCC1,9,C-H,84.91451788
N#C[C@@H]1CC=CCC1,[H],N#C[C@@H]1C[C]=CCC1,11,C-H,108.6098852
N#C[C@@H]1CC=CCC1,[H],N#C[C@@H]1CC=[C]CC1,12,C-H,108.4473604
N#C[C@@H]1CC=CCC1,[H],N#C[C@H]1C[CH]C=CC1,13,C-H,84.35979992
N#C[C@@H]1CC=CCC1,[H],N#C[C@H]1[CH]CC=CC1,15,C-H,98.88286822
ONc1ccccc1,[NH]c1ccccc1,[OH],0,N-O,54.41820799
ONc1ccccc1,[NH]O,[c]1ccccc1,1,C-N,85.5784224
ONc1ccccc1,[H],[O]Nc1ccccc1,8,H-O,68.95319896
ONc1ccccc1,[H],O[N]c1ccccc1,9,H-N,80.69263733
ONc1ccccc1,[H],ONc1[c]cccc1,10,C-H,111.7995135
ONc1ccccc1,[H],ONc1c[c]ccc1,11,C-H,110.7007452
ONc1ccccc1,[H],ONc1cc[c]cc1,12,C-H,112.041732
CCN(CC)[C@H](C)O,[CH2]N(CC)[C@H](C)O,[CH3],0,C-C,80.78613617
CCN(CC)[C@H](C)O,CC[N][C@H](C)O,[CH2]C,1,C-N,77.35617197
CCN(CC)[C@H](C)O,[H],[CH2]CN(CC)[C@H](C)O,7,C-H,99.40621073
CCN(CC)[C@H](C)O,[H],C[CH]N(CC)[C@H](C)O,10,C-H,89.50286369
CCN(CC)[C@H](C)O,[H],[CH2][C@H](O)N(CC)CC,18,C-H,101.10174
CCN(CC)[C@H](C)O,[H],CCN(CC)[C@H](C)[O],21,H-O,104.6797964
OCC1CCCCC1,[CH2]C1CCCCC1,[OH],0,C-O,95.22386324
OCC1CCCCC1,[CH2]O,[CH]1CCCCC1,1,C-C,85.09335794
OCC1CCCCC1,[H],[O]CC1CCCCC1,8,H-O,102.0348459
OCC1CCCCC1,[H],O[CH]C1CCCCC1,9,C-H,93.86028618
OCC1CCCCC1,[H],OC[C]1CCCCC1,11,C-H,96.37659727
OCC1CCCCC1,[H],OCC1CC[CH]CC1,16,C-H,97.47599304
CC(=O)OC(CO)CO,O=[C]OC(CO)CO,[CH3],0,C-C,97.12333298
CC(=O)OC(CO)CO,C[C]=O,[O]C(CO)CO,2,C-O,101.1224478
CC(=O)OC(CO)CO,CC([O])=O,OC[CH]CO,3,C-O,96.04590003
CC(=O)OC(CO)CO,CC(=O)O[CH]CO,[CH2]O,4,C-C,87.20367071
CC(=O)OC(CO)CO,[H],[CH2]C(=O)OC(CO)CO,8,C-H,97.2846028
CC(=O)OC(CO)CO,[H],CC(=O)O[C](CO)CO,11,C-H,95.26214129
C=CCN,[CH2]N,[CH]=C,1,C-C,92.40697534
C=CCN,[CH2]C=C,[NH2],2,C-N,73.09162081
C=CCN,[H],[CH]=CCN,3,C-H,109.5222833
C=CCN,[H],C=[C]CN,5,C-H,106.3565004
C=CCN,[H],C=C[CH]N,6,C-H,76.45757909
C=CCN,[H],C=CC[NH],8,H-N,99.93018074
OCCc1ncc[nH]1,[CH2]Cc1ncc[nH]1,[OH],0,C-O,97.70628884
OCCc1ncc[nH]1,[CH2]O,[CH2]c1ncc[nH]1,1,C-C,78.16754111
OCCc1ncc[nH]1,[CH2]CO,[c]1ncc[nH]1,2,C-C,111.3884951
OCCc1ncc[nH]1,[H],[O]CCc1ncc[nH]1,8,H-O,103.4379561
OCCc1ncc[nH]1,[H],O[CH]Cc1ncc[nH]1,9,C-H,91.96018893
OCCc1ncc[nH]1,[H],OCCc1n[c]c[nH]1,13,C-H,115.5758626
OCCc1ncc[nH]1,[H],OCCc1nc[c][nH]1,14,C-H,118.7799236
OCCc1ncc[nH]1,[H],OCCC1=NC=C[N]1,15,H-N,93.44048266
OC[C@@H]1CCCCO1,[CH2][C@@H]1CCCCO1,[OH],0,C-O,98.75548389
OC[C@@H]1CCCCO1,[H],[O]C[C@@H]1CCCCO1,8,H-O,110.5652033
OC[C@@H]1CCCCO1,[H],O[CH][C@@H]1CCCCO1,9,C-H,93.8546386
OC[C@@H]1CCCCO1,[H],OC[C@@H]1[CH]CCCO1,12,C-H,99.29012156
OC[C@@H]1CCCCO1,[H],OC[C@@H]1C[CH]CCO1,14,C-H,97.61027997
OC[C@@H]1CCCCO1,[H],OC[C@@H]1CC[CH]CO1,16,C-H,98.90106598
OC[C@@H]1CCCCO1,[H],OC[C@@H]1CCC[CH]O1,18,C-H,95.05631834
CCN1CCOCC1,[CH2]N1CCOCC1,[CH3],0,C-C,81.73932234
CCN1CCOCC1,C1COCC[N]1,[CH2]C,1,C-N,79.43322676
CCN1CCOCC1,[H],[CH2]CN1CCOCC1,8,C-H,98.53146318
CCN1CCOCC1,[H],C[CH]N1CCOCC1,11,C-H,89.9709854
CCN1CCOCC1,[H],CCN1[CH]COCC1,13,C-H,90.95554702
CCN1CCOCC1,[H],CCN1C[CH]OCC1,15,C-H,94.49846284
C=Cc1ccccn1,[CH]=C,[c]1ccccn1,1,C-C,111.3997902
C=Cc1ccccn1,[H],[CH]=Cc1ccccn1,8,C-H,109.5134982
C=Cc1ccccn1,[H],C=Cc1[c]cccn1,11,C-H,111.9902762
C=Cc1ccccn1,[H],C=Cc1c[c]ccn1,12,C-H,110.3825982
C=Cc1ccccn1,[H],C=Cc1ccc[c]n1,14,C-H,105.4265321
C=COC,C[O],[CH]=C,1,C-O,101.7606245
C=COC,C=C[O],[CH3],2,C-O,66.5994127
C=COC,[H],C=[C]OC,5,C-H,108.7322495
C=COC,[H],[CH2]OC=C,6,C-H,98.33003279
CCOCCO,[CH2]OCCO,[CH3],0,C-C,87.87761538
CCOCCO,[O]CCO,[CH2]C,1,C-O,86.54917882
CCOCCO,CC[O],[CH2]CO,2,C-O,87.80482433
CCOCCO,[CH2]O,[CH2]OCC,3,C-C,85.32114371
CCOCCO,[CH2]COCC,[OH],4,C-O,97.66048069
CCOCCO,[H],[CH2]COCCO,5,C-H,101.3389384
CCOCCO,[H],C[CH]OCCO,8,C-H,93.94688243
CCOCCO,[H],CCO[CH]CO,10,C-H,95.55330547
CCOCCO,[H],CCOC[CH]O,12,C-H,94.09685708
CCOCCO,[H],CCOCC[O],14,H-O,104.4262827
CCC(CO)(CO)COC,[CH2]C(CO)(CO)COC,[CH3],0,C-C,88.30243897
CCC(CO)(CO)COC,COC[C](CO)CO,[CH2]C,1,C-C,86.9658448
CCC(CO)(CO)COC,CC[C](CO)COC,[CH2]O,2,C-C,84.33156202
CCC(CO)(CO)COC,CC[C](CO)CO,[CH2]OC,6,C-C,84.35728989
CCC(CO)(CO)COC,C[O],[CH2]C(CC)(CO)CO,7,C-O,84.81348893
CCC(CO)(CO)COC,CCC(C[O])(CO)CO,[CH3],8,C-O,85.27972812
CCC(CO)(CO)COC,[H],[CH2]CC(CO)(CO)COC,9,C-H,99.3208695
CCC(CO)(CO)COC,[H],C[CH]C(CO)(CO)COC,12,C-H,95.63299911
CCC(CO)(CO)COC,[H],CCC([CH]OC)(CO)CO,20,C-H,94.50348291
CCC(CO)(CO)COC,[H],[CH2]OCC(CC)(CO)CO,22,C-H,95.80870163
C=C[C@@H]1CC=CCC1,[H],[CH]=C[C@@H]1CC=CCC1,8,C-H,109.4450997
C=C[C@@H]1CC=CCC1,[H],C=[C][C@@H]1CC=CCC1,10,C-H,106.011998
C=C[C@@H]1CC=CCC1,[H],C=C[C@@H]1[CH]C=CCC1,12,C-H,84.49094931
C=C[C@@H]1CC=CCC1,[H],C=C[C@@H]1C[C]=CCC1,14,C-H,108.0476372
C=C[C@@H]1CC=CCC1,[H],C=C[C@@H]1CC=[C]CC1,15,C-H,108.0106141
C=C[C@@H]1CC=CCC1,[H],C=C[C@H]1C[CH]C=CC1,16,C-H,83.33507773
C=C[C@@H]1CC=CCC1,[H],C=C[C@H]1[CH]CC=CC1,18,C-H,97.73640928
NCC1CCCCC1,[CH2]C1CCCCC1,[NH2],0,C-N,86.73052893
NCC1CCCCC1,[CH2]N,[CH]1CCCCC1,1,C-C,80.35001741
NCC1CCCCC1,[H],[NH]CC1CCCCC1,8,H-N,97.85940104
NCC1CCCCC1,[H],N[CH]C1CCCCC1,10,C-H,90.55958884
NCC1CCCCC1,[H],NC[C]1CCCCC1,12,C-H,96.57112506
NCC1CCCCC1,[H],NCC1CC[CH]CC1,17,C-H,97.4797581
Nc1ccccc1CCO,OCCc1[c]cccc1,[NH2],0,C-N,106.083534
Nc1ccccc1CCO,[CH2]CO,Nc1[c]cccc1,6,C-C,104.0497773
Nc1ccccc1CCO,[CH2]O,[CH2]c1ccccc1N,7,C-C,76.61947641
Nc1ccccc1CCO,[CH2]Cc1ccccc1N,[OH],8,C-O,95.7509708
Nc1ccccc1CCO,[H],[NH]c1ccccc1CCO,10,H-N,94.40119894
Nc1ccccc1CCO,[H],Nc1[c]cccc1CCO,12,C-H,111.5271746
Nc1ccccc1CCO,[H],Nc1c[c]ccc1CCO,13,C-H,110.9410812
Nc1ccccc1CCO,[H],Nc1cc[c]cc1CCO,14,C-H,112.0329468
Nc1ccccc1CCO,[H],Nc1ccc[c]c1CCO,15,C-H,110.2533313
Nc1ccccc1CCO,[H],Nc1ccccc1[CH]CO,16,C-H,88.10477364
Nc1ccccc1CCO,[H],Nc1ccccc1C[CH]O,18,C-H,92.89956991
Nc1ccccc1CCO,[H],Nc1ccccc1CC[O],20,H-O,103.3902654
CCN(CC)CCN,[CH2]N(CC)CCN,[CH3],0,C-C,82.83683558
CCN(CC)CCN,CC[N]CCN,[CH2]C,1,C-N,76.3609427
CCN(CC)CCN,CC[N]CC,[CH2]CN,4,C-N,77.98807354
CCN(CC)CCN,[CH2]N(CC)CC,[CH2]N,5,C-C,74.18160394
CCN(CC)CCN,[CH2]CN(CC)CC,[NH2],6,C-N,87.46220442
CCN(CC)CCN,[H],[CH2]CN(CC)CCN,7,C-H,99.28949405
CCN(CC)CCN,[H],C[CH]N(CC)CCN,10,C-H,92.64166371
CCN(CC)CCN,[H],CCN([CH]CN)CC,17,C-H,94.29138487
