Molecule,Radical Y,Radical Z,Bond Index,Bond Type,BDE,BDFE,BDSCFE,SET
C[C@H](O)c1ccccc1,[H],C[C@H](O)c1cc[c]cc1,C-H,16,111.2975063,,,
CC(=O)C1CCCCC1,O=[C]C1CCCCC1,[CH3],C-C,0,84.03977033,,,
CC(=O)C1CCCCC1,C[C]=O,[CH]1CCCCC1,C-C,2,81.89431706,,,
CC(=O)C1CCCCC1,[H],[CH2]C(=O)C1CCCCC1,C-H,9,95.47737688,,,
CC(=O)C1CCCCC1,[H],CC(=O)[C]1CCCCC1,C-H,12,86.6589929,,,
CC(=O)C1CCCCC1,[H],CC(=O)C1CC[CH]CC1,C-H,17,97.88199136,,,
CC(=O)[C@@H]1CCCCN1,O=[C][C@@H]1CCCCN1,[CH3],C-C,0,82.97175002,,,
CC(=O)[C@@H]1CCCCN1,[H],[CH2]C(=O)[C@@H]1CCCCN1,C-H,9,94.55807619,,,
CC(=O)[C@@H]1CCCCN1,[H],CC(=O)[C@@H]1[CH]CCCN1,C-H,13,97.86693115,,,
CC(=O)[C@@H]1CCCCN1,[H],CC(=O)[C@@H]1C[CH]CCN1,C-H,15,97.64291044,,,
CC(=O)[C@@H]1CCCCN1,[H],CC(=O)[C@@H]1CC[CH]CN1,C-H,17,98.94624663,,,
CC(=O)[C@@H]1CCCCN1,[H],CC(=O)[C@@H]1CCC[CH]N1,C-H,19,91.22976846,,,
CC(=O)[C@@H]1CCCCN1,[H],CC(=O)[C@@H]1CCCC[N]1,H-N,21,93.52582389,,,
NC(=O)[C@@H]1CNCCN1,O=[C][C@@H]1CNCCN1,[NH2],C-N,0,105.2966377,,,
NC(=O)[C@@H]1CNCCN1,[H],[NH]C(=O)[C@@H]1CNCCN1,H-N,9,119.7657402,,,
NC(=O)[C@@H]1CNCCN1,[H],NC(=O)[C@@H]1[CH]NCCN1,C-H,12,91.35087769,,,
NC(=O)[C@@H]1CNCCN1,[H],NC(=O)[C@@H]1C[N]CCN1,H-N,14,94.6911081,,,
NC(=O)[C@@H]1CNCCN1,[H],NC(=O)[C@@H]1CN[CH]CN1,C-H,15,93.94813744,,,
NC(=O)[C@@H]1CNCCN1,[H],NC(=O)[C@@H]1CNC[CH]N1,C-H,17,97.21996937,,,
NC(=O)[C@@H]1CNCCN1,[H],NC(=O)[C@@H]1CNCC[N]1,H-N,19,91.93195103,,,
O=C1CC[C@H](C(=O)O)C1,O=[C][C@H]1CCC(=O)C1,[OH],C-O,6,111.6677366,,,
O=C1CC[C@H](C(=O)O)C1,[H],O=C1[CH]C[C@H](C(=O)O)C1,C-H,9,91.06912615,,,
O=C1CC[C@H](C(=O)O)C1,[H],O=C1C[CH][C@H](C(=O)O)C1,C-H,11,98.48753755,,,
O=C1CC[C@H](C(=O)O)C1,[H],[O]C(=O)[C@H]1CCC(=O)C1,H-O,14,112.3040307,,,
O=C1CC[C@H](C(=O)O)C1,[H],O=C1[CH][C@@H](C(=O)O)CC1,C-H,15,91.96395399,,,
NC(=O)[C@@H]1CCCNC1,O=[C][C@@H]1CCCNC1,[NH2],C-N,0,101.7769397,,,
NC(=O)[C@@H]1CCCNC1,[H],[NH]C(=O)[C@@H]1CCCNC1,H-N,9,119.5147366,,,
NC(=O)[C@@H]1CCCNC1,[H],NC(=O)[C@@H]1[CH]CCNC1,C-H,12,97.86504862,,,
NC(=O)[C@@H]1CCCNC1,[H],NC(=O)[C@@H]1C[CH]CNC1,C-H,14,98.65759249,,,
NC(=O)[C@@H]1CCCNC1,[H],NC(=O)[C@@H]1CC[CH]NC1,C-H,16,90.76729432,,,
NC(=O)[C@@H]1CCCNC1,[H],NC(=O)[C@@H]1CCC[N]C1,H-N,18,92.89329481,,,
NC(=O)[C@@H]1CCCNC1,[H],NC(=O)[C@H]1[CH]NCCC1,C-H,19,88.65635405,,,
O=C(O)c1cnccn1,O=[C]O,[c]1cnccn1,C-C,2,100.6204406,,,
O=C(O)c1cnccn1,[H],[O]C(=O)c1cnccn1,H-O,9,112.5217763,,,
O=C(O)c1cnccn1,[H],O=C(O)c1[c]nccn1,C-H,10,107.2688985,,,
O=C(O)c1cnccn1,[H],O=C(O)c1cn[c]cn1,C-H,11,107.0718607,,,
O=C(O)c1cnccn1,[H],O=C(O)c1cnc[c]n1,C-H,12,108.1486661,,,
CC(=O)c1ccccc1N,C[C]=O,Nc1[c]cccc1,C-C,2,102.2406689,,,
CC(=O)c1ccccc1N,[NH2],CC(=O)c1[c]cccc1,C-N,8,108.9700754,,,
CC(=O)c1ccccc1N,[H],[CH2]C(=O)c1ccccc1N,C-H,10,96.09359072,,,
CC(=O)c1ccccc1N,[H],CC(=O)c1[c]cccc1N,C-H,13,108.7611149,,,
CC(=O)c1ccccc1N,[H],CC(=O)c1c[c]ccc1N,C-H,14,112.6516707,,,
CC(=O)c1ccccc1N,[H],CC(=O)c1cc[c]cc1N,C-H,15,110.509355,,,
CC(=O)c1ccccc1N,[H],CC(=O)c1ccc[c]c1N,C-H,16,111.9852561,,,
CC(=O)c1ccccc1N,[H],CC(=O)c1ccccc1[NH],H-N,17,99.22109557,,,
C=C(C)c1ccccc1,C=[C]c1ccccc1,[CH3],C-C,1,93.00624644,,,
C=C(C)c1ccccc1,C=[C]C,[c]1ccccc1,C-C,2,110.3254948,,,
C=C(C)c1ccccc1,[H],[CH]=C(C)c1ccccc1,C-H,9,109.5762491,,,
C=C(C)c1ccccc1,[H],[CH2]C(=C)c1ccccc1,C-H,11,87.97362426,,,
C=C(C)c1ccccc1,[H],C=C(C)c1[c]cccc1,C-H,14,109.7607367,,,
C=C(C)c1ccccc1,[H],C=C(C)c1c[c]ccc1,C-H,15,110.8356597,,,
C=C(C)c1ccccc1,[H],C=C(C)c1cc[c]cc1,C-H,16,111.3163315,,,
C[C@H](N)c1ccccc1,[H],[CH2][C@H](N)c1ccccc1,C-H,9,100.4736035,,,
C[C@H](N)c1ccccc1,[H],C[C@H]([NH])c1ccccc1,H-N,13,99.21733052,,,
C[C@H](N)c1ccccc1,[H],C[C@H](N)c1c[c]ccc1,C-H,16,110.7540835,,,
C[C@H](N)c1ccccc1,[H],C[C@H](N)c1cc[c]cc1,C-H,17,111.3778274,,,
O=C[C@@H]1CCCO1,[H],O=[C][C@@H]1CCCO1,C-H,7,88.24345313,,,
O=C[C@@H]1CCCO1,[H],O=C[C@@H]1[CH]CCO1,C-H,9,97.05932707,,,
O=C[C@@H]1CCCO1,[H],O=C[C@@H]1C[CH]CO1,C-H,11,97.57137441,,,
O=C[C@@H]1CCCO1,[H],O=C[C@@H]1CC[CH]O1,C-H,13,93.3105883,,,
O=C(O)[C@@H]1CCCCN1,O=[C][C@@H]1CCCCN1,[OH],C-O,1,108.9738404,,,
O=C(O)[C@@H]1CCCCN1,[H],O=C(O)[C@@H]1[CH]CCCN1,C-H,11,100.1711442,,,
O=C(O)[C@@H]1CCCCN1,[H],O=C(O)[C@@H]1C[CH]CCN1,C-H,13,97.59459224,,,
O=C(O)[C@@H]1CCCCN1,[H],O=C(O)[C@@H]1CC[CH]CN1,C-H,15,99.06170829,,,
O=C(O)[C@@H]1CCCCN1,[H],O=C(O)[C@@H]1CCC[CH]N1,C-H,17,90.93170168,,,
O=C(O)[C@@H]1CCCCN1,[H],O=C(O)[C@@H]1CCCC[N]1,H-N,19,92.92529777,,,
O=C(O)N1CCCC1=O,O=[C]N1CCCC1=O,[OH],C-O,1,115.4453408,,,
O=C(O)N1CCCC1=O,O=C1CCC[N]1,O=[C]O,C-N,2,111.0923108,,,
O=C(O)N1CCCC1=O,[H],[O]C(=O)N1CCCC1=O,H-O,9,116.2805552,,,
O=C(O)N1CCCC1=O,[H],O=C(O)N1C[CH]CC1=O,C-H,12,96.63513098,,,
O=C(O)N1CCCC1=O,[H],O=C(O)N1CC[CH]C1=O,C-H,14,92.58895295,,,
CC(C)C1CCCCC1,C[CH]C1CCCCC1,[CH3],C-C,0,86.07854707,,,
CC(C)C1CCCCC1,C[CH]C,[CH]1CCCCC1,C-C,2,83.28801455,,,
CC(C)C1CCCCC1,[H],C[C](C)C1CCCCC1,C-H,12,94.55242861,,,
CC(C)C1CCCCC1,[H],CC(C)[C]1CCCCC1,C-H,16,95.01113769,,,
CC(C)C1CCCCC1,[H],CC(C)C1CC[CH]CC1,C-H,21,97.49105326,,,
CC(=O)c1cccc(N)c1,C[C]=O,Nc1c[c]ccc1,C-C,2,96.66274138,,,
CC(=O)c1cccc(N)c1,[NH2],CC(=O)c1c[c]ccc1,C-N,7,105.9806225,,,
CC(=O)c1cccc(N)c1,[H],[CH2]C(=O)c1cccc(N)c1,C-H,10,95.43784381,,,
CC(=O)c1cccc(N)c1,[H],CC(=O)c1[c]ccc(N)c1,C-H,13,110.3148272,,,
CC(=O)c1cccc(N)c1,[H],CC(=O)c1c[c]cc(N)c1,C-H,14,110.265254,,,
CC(=O)c1cccc(N)c1,[H],CC(=O)c1cc[c]c(N)c1,C-H,15,111.8202213,,,
CC(=O)c1cccc(N)c1,[H],CC(=O)c1cccc([NH])c1,H-N,16,92.80795359,,,
CC(=O)c1cccc(N)c1,[H],CC(=O)c1[c]c(N)ccc1,C-H,18,110.5288078,,,
CC(=O)OC1CCCC1,O=[C]OC1CCCC1,[CH3],C-C,0,94.0428913,,,
CC(=O)OC1CCCC1,C[C]=O,[O]C1CCCC1,C-O,2,100.3462192,,,
CC(=O)OC1CCCC1,CC([O])=O,[CH]1CCCC1,C-O,3,92.51427938,,,
CC(=O)OC1CCCC1,[H],[CH2]C(=O)OC1CCCC1,C-H,9,97.25950244,,,
CC(=O)OC1CCCC1,[H],CC(=O)O[C]1CCCC1,C-H,12,95.35564013,,,
CN1CCN(CCN)CC1,NCCN1CC[N]CC1,[CH3],C-N,0,83.03199088,,,
CN1CCN(CCN)CC1,CN1CC[N]CC1,[CH2]CN,C-N,4,83.57604118,,,
CN1CCN(CCN)CC1,[CH2]N,[CH2]N1CCN(C)CC1,C-C,5,74.48406328,,,
CN1CCN(CCN)CC1,[CH2]CN1CCN(C)CC1,[NH2],C-N,6,87.0078879,,,
CN1CCN(CCN)CC1,[H],[CH2]N1CCN(CCN)CC1,C-H,10,91.94512872,,,
CN1CCN(CCN)CC1,[H],CN1[CH]CN(CCN)CC1,C-H,13,91.72612807,,,
CN1CCN(CCN)CC1,[H],CN1C[CH]N(CCN)CC1,C-H,15,93.61681269,,,
CN1CCN(CCN)CC1,[H],CN1CCN([CH]CN)CC1,C-H,17,91.53662036,,,
CN1CCN(CCN)CC1,[H],CN1CCN(C[CH]N)CC1,C-H,19,88.21019515,,,
CN1CCN(CCN)CC1,[H],CN1CCN(CC[NH])CC1,H-N,21,99.79150125,,,
CC(C)c1ccc(N)cc1,[CH3],C[CH]c1ccc(N)cc1,C-C,0,76.01644026,,,
CC(C)c1ccc(N)cc1,C[CH]C,Nc1cc[c]cc1,C-C,2,99.12822424,,,
CC(C)c1ccc(N)cc1,[NH2],CC(C)c1cc[c]cc1,C-N,6,105.5658391,,,
CC(C)c1ccc(N)cc1,[H],C[C](C)c1ccc(N)cc1,C-H,13,85.1322635,,,
CC(C)c1ccc(N)cc1,[H],CC(C)c1[c]cc(N)cc1,C-H,17,109.7143011,,,
CC(C)c1ccc(N)cc1,[H],CC(C)c1c[c]c(N)cc1,C-H,18,111.5805128,,,
CC(C)c1ccc(N)cc1,[H],CC(C)c1ccc([NH])cc1,H-N,19,91.47512448,,,
CN(C)c1ccc(N)cc1,[CH3],C[N]c1ccc(N)cc1,C-N,0,67.78414969,,,
CN(C)c1ccc(N)cc1,C[N]C,Nc1cc[c]cc1,C-N,2,93.60865507,,,
CN(C)c1ccc(N)cc1,[H],[CH2]N(C)c1ccc(N)cc1,C-H,10,88.80695621,,,
CN(C)c1ccc(N)cc1,[H],CN(C)c1[c]cc(N)cc1,C-H,16,109.1633482,,,
CN(C)c1ccc(N)cc1,[H],CN(C)c1c[c]c(N)cc1,C-H,17,111.140629,,,
CN(C)c1ccc(N)cc1,[H],CN(C)c1ccc([NH])cc1,H-N,18,85.86707654,,,
N[C@H]1CCCC[C@H]1N,[H],[NH][C@H]1CCCC[C@H]1N,H-N,8,98.27794954,,,
N[C@H]1CCCC[C@H]1N,[H],N[C@H]1[CH]CCC[C@H]1N,C-H,11,98.6306096,,,
N[C@H]1CCCC[C@H]1N,[H],N[C@H]1C[CH]CC[C@H]1N,C-H,13,97.17541623,,,
N[C@H]1CCCC[C@H]1N,[H],N[C@H]1CC[CH]C[C@H]1N,C-H,15,96.22850515,,,
N[C@H]1CCCC[C@H]1N,[H],N[C@H]1CCC[CH][C@H]1N,C-H,17,98.63813971,,,
N[C@H]1CCCC[C@H]1N,[H],[NH][C@@H]1CCCC[C@@H]1N,H-N,20,98.24406406,,,
OCC=C1CCCCC1,[CH2]C=C1CCCCC1,[OH],C-O,0,79.68234784,,,
OCC=C1CCCCC1,[CH2]O,[CH]=C1CCCCC1,C-C,1,96.14253642,,,
OCC=C1CCCCC1,[H],[O]CC=C1CCCCC1,H-O,9,103.2679011,,,
OCC=C1CCCCC1,[H],O[CH]C=C1CCCCC1,C-H,10,79.82479238,,,
OCC=C1CCCCC1,[H],OC[C]=C1CCCCC1,C-H,12,107.2212078,,,
OCC=C1CCCCC1,[H],OCC=C1[CH]CCCC1,C-H,13,84.91389037,,,
OCC=C1CCCCC1,[H],OCC=C1C[CH]CCC1,C-H,15,97.71193643,,,
OCC=C1CCCCC1,[H],OCC=C1CC[CH]CC1,C-H,17,97.56007925,,,
O=C1C=CC(=O)C1,[H],O=C1[C]=CC(=O)C1,C-H,7,114.2323659,,,
O=C1C=CC(=O)C1,[H],O=C1[CH]C(=O)C=C1,C-H,9,93.50386107,,,
C=C1CC=C(C(C)C)CC1,C=C1CC=[C]CC1,C[CH]C,C-C,4,96.26176313,,,
C=C1CC=C(C(C)C)CC1,C=C1CC=C([CH]C)CC1,[CH3],C-C,5,75.37198852,,,
C=C1CC=C(C(C)C)CC1,[H],[CH]=C1CC=C(C(C)C)CC1,C-H,10,110.3192197,,,
C=C1CC=C(C(C)C)CC1,[H],C=C1[CH]C=C(C(C)C)CC1,C-H,12,75.87023066,,,
C=C1CC=C(C(C)C)CC1,[H],C=C1C[C]=C(C(C)C)CC1,C-H,14,107.2726636,,,
C=C1CC=C(C(C)C)CC1,[H],C=C1CC=C([C](C)C)CC1,C-H,15,84.35666238,,,
C=C1CC=C(C(C)C)CC1,[H],C=C1C[CH]C(C(C)C)=CC1,C-H,22,85.07327766,,,
C=C1CC=C(C(C)C)CC1,[H],C=C1[CH]CC(C(C)C)=CC1,C-H,24,84.57252547,,,
O=C(O)C1CCC(O)CC1,O=[C]C1CCC(O)CC1,[OH],C-O,1,110.8883704,,,
O=C(O)C1CCC(O)CC1,OC1CC[CH]CC1,O=[C]O,C-C,2,93.35702397,,,
O=C(O)C1CCC(O)CC1,O=C(O)C1CC[CH]CC1,[OH],C-O,6,96.61442319,,,
O=C(O)C1CCC(O)CC1,[H],[O]C(=O)C1CCC(O)CC1,H-O,10,111.5409798,,,
O=C(O)C1CCC(O)CC1,[H],O=C(O)[C]1CCC(O)CC1,C-H,11,88.98265873,,,
O=C(O)C1CCC(O)CC1,[H],O=C(O)C1CC[C](O)CC1,C-H,16,92.7809707,,,
O=C(O)C1CCC(O)CC1,[H],[O]C1CCC(C(=O)O)CC1,H-O,17,104.7230945,,,
Cc1ccc(C(C)C)cc1,[CH3],CC(C)c1cc[c]cc1,C-C,0,102.8022894,,,
Cc1ccc(C(C)C)cc1,C[CH]C,Cc1cc[c]cc1,C-C,4,98.73854115,,,
Cc1ccc(C(C)C)cc1,[CH3],C[CH]c1ccc(C)cc1,C-C,5,76.66653958,,,
Cc1ccc(C(C)C)cc1,[H],[CH2]c1ccc(C(C)C)cc1,C-H,10,89.52357149,,,
Cc1ccc(C(C)C)cc1,[H],Cc1[c]cc(C(C)C)cc1,C-H,13,110.7358857,,,
Cc1ccc(C(C)C)cc1,[H],Cc1c[c]c(C(C)C)cc1,C-H,14,109.8090549,,,
Cc1ccc(C(C)C)cc1,[H],C[C](C)c1ccc(C)cc1,C-H,15,85.5501845,,,
C=CCC(CC=C)C(=O)O,C=CC[CH]C(=O)O,[CH2]C=C,C-C,2,67.75089171,,,
C=CCC(CC=C)C(=O)O,O=[C]O,C=CC[CH]CC=C,C-C,6,93.2478374,,,
C=CCC(CC=C)C(=O)O,C=CCC([C]=O)CC=C,[OH],C-O,8,110.1886979,,,
C=CCC(CC=C)C(=O)O,[H],C=CC[C](CC=C)C(=O)O,C-H,14,88.37460251,,,
Cc1ccc(C(=O)O)cc1,O=C(O)c1cc[c]cc1,[CH3],C-C,0,103.3068067,,,
Cc1ccc(C(=O)O)cc1,O=[C]O,Cc1cc[c]cc1,C-C,4,109.1997437,,,
Cc1ccc(C(=O)O)cc1,[OH],Cc1ccc([C]=O)cc1,C-O,6,111.6470288,,,
Cc1ccc(C(=O)O)cc1,[H],[CH2]c1ccc(C(=O)O)cc1,C-H,10,89.28260803,,,
Cc1ccc(C(=O)O)cc1,[H],Cc1[c]cc(C(=O)O)cc1,C-H,13,111.3671598,,,
Cc1ccc(C(=O)O)cc1,[H],Cc1ccc(C([O])=O)cc1,H-O,15,112.565702,,,
Cc1cc(N)c(N)cc1C,[CH3],Cc1[c]cc(N)c(N)c1,C-C,0,103.0200351,,,
Cc1cc(N)c(N)cc1C,[NH2],Cc1c[c]c(N)cc1C,C-N,3,106.4060736,,,
Cc1cc(N)c(N)cc1C,[H],[CH2]c1cc(N)c(N)cc1C,C-H,10,88.35891478,,,
Cc1cc(N)c(N)cc1C,[H],Cc1[c]c(N)c(N)cc1C,C-H,13,111.2385204,,,
Nc1cccc(C(=O)O)c1,O=C(O)c1c[c]ccc1,[NH2],C-N,0,106.6068765,,,
Nc1cccc(C(=O)O)c1,O=[C]O,Nc1c[c]ccc1,C-C,5,108.2609902,,,
Nc1cccc(C(=O)O)c1,[H],[NH]c1cccc(C(=O)O)c1,H-N,10,93.9104869,,,
Nc1cccc(C(=O)O)c1,[H],Nc1[c]ccc(C(=O)O)c1,C-H,12,111.7756681,,,
Nc1cccc(C(=O)O)c1,[H],Nc1c[c]cc(C(=O)O)c1,C-H,13,111.1330989,,,
Nc1cccc(C(=O)O)c1,[H],Nc1cc[c]c(C(=O)O)c1,C-H,14,113.0764943,,,
Nc1cccc(C(=O)O)c1,[H],Nc1cccc(C([O])=O)c1,H-O,15,112.6868112,,,
Nc1cccc(C(=O)O)c1,[H],Nc1[c]c(C(=O)O)ccc1,C-H,16,112.9152245,,,
Nc1ccc(C(=O)O)cn1,O=C(O)c1cc[c]nc1,[NH2],C-N,0,109.9860125,,,
Nc1ccc(C(=O)O)cn1,O=[C]O,Nc1cc[c]cn1,C-C,4,112.2061393,,,
Nc1ccc(C(=O)O)cn1,[OH],Nc1ccc([C]=O)cn1,C-O,6,110.9599064,,,
Nc1ccc(C(=O)O)cn1,[H],[NH]c1ccc(C(=O)O)cn1,H-N,10,99.425036,,,
Nc1ccc(C(=O)O)cn1,[H],Nc1[c]cc(C(=O)O)cn1,C-H,12,112.5242864,,,
Nc1ccc(C(=O)O)cn1,[H],Nc1c[c]c(C(=O)O)cn1,C-H,13,111.4493635,,,
Nc1ccc(C(=O)O)cn1,[H],Nc1ccc(C([O])=O)cn1,H-O,14,113.2045061,,,
Nc1ccc(C(=O)O)cn1,[H],Nc1ccc(C(=O)O)[c]n1,C-H,15,107.4703289,,,
CCCC(CCC)C(=O)O,CCC[CH]C(=O)O,[CH2]CC,C-C,2,80.77986108,,,
CCCC(CCC)C(=O)O,O=[C]O,CCC[CH]CCC,C-C,6,93.15182852,,,
CCCC(CCC)C(=O)O,CCCC([C]=O)CCC,[OH],C-O,8,110.7314932,,,
CCCC(CCC)C(=O)O,[H],CCC[C](CCC)C(=O)O,C-H,16,88.11230374,,,
CCCC(CCC)C(=O)O,[H],CCCC(CCC)C([O])=O,H-O,24,112.4947934,,,
Cc1cccc(C(=O)O)c1,O=C(O)c1c[c]ccc1,[CH3],C-C,0,103.2967665,,,
Cc1cccc(C(=O)O)c1,O=[C]O,Cc1c[c]ccc1,C-C,5,108.3300162,,,
Cc1cccc(C(=O)O)c1,[H],[CH2]c1cccc(C(=O)O)c1,C-H,10,90.21257637,,,
Cc1cccc(C(=O)O)c1,[H],Cc1[c]ccc(C(=O)O)c1,C-H,13,110.9724566,,,
Cc1cccc(C(=O)O)c1,[H],Cc1c[c]cc(C(=O)O)c1,C-H,14,111.3100565,,,
Cc1cccc(C(=O)O)c1,[H],Cc1cc[c]c(C(=O)O)c1,C-H,15,112.3040307,,,
Cc1cccc(C(=O)O)c1,[H],Cc1cccc(C([O])=O)c1,H-O,16,112.6096276,,,
Cc1cccc(C(=O)O)c1,[H],Cc1[c]c(C(=O)O)ccc1,C-H,17,111.9714509,,,
CC(C)C1CCC(O)CC1,C[CH]C1CCC(O)CC1,[CH3],C-C,0,86.08607718,,,
CC(C)C1CCC(O)CC1,OC1CC[CH]CC1,C[CH]C,C-C,2,83.41916393,,,
CC(C)C1CCC(O)CC1,CC(C)C1CC[CH]CC1,[OH],C-O,6,96.71356961,,,
CC(C)C1CCC(O)CC1,[H],C[C](C)C1CCC(O)CC1,C-H,13,94.50787547,,,
CC(C)C1CCC(O)CC1,[H],CC(C)[C]1CCC(O)CC1,C-H,17,95.1096566,,,
CC(C)C1CCC(O)CC1,[H],CC(C)C1CC[C](O)CC1,C-H,22,92.31473152,,,
CC1=CC=C(C(C)C)CC1,CC(C)C1=CC=[C]CC1,[CH3],C-C,0,102.6159193,,,
CC1=CC=C(C(C)C)CC1,C[CH]C1=CC=C(C)CC1,[CH3],C-C,5,68.63818944,,,
CC1=CC=C(C(C)C)CC1,[H],[CH2]C1=CC=C(C(C)C)CC1,C-H,10,80.59035336,,,
CC1=CC=C(C(C)C)CC1,[H],CC1=[C]C=C(C(C)C)CC1,C-H,13,110.1416347,,,
CC1=CC=C(C(C)C)CC1,[H],CC1=C[C]=C(C(C)C)CC1,C-H,14,108.8495937,,,
CC1=CC=C(C(C)C)CC1,[H],C[C](C)C1=CC=C(C)CC1,C-H,15,77.98242596,,,
CC1=CC=C(C(C)C)CC1,[H],CC1=CC=C(C(C)C)C[CH]1,C-H,24,76.50652479,,,
CC1=CC[C@H](C(C)C)C=C1,CC(C)[C@@H]1C=C[C]=CC1,[CH3],C-C,0,102.6052516,,,
CC1=CC[C@H](C(C)C)C=C1,C[CH][C@@H]1C=CC(C)=CC1,[CH3],C-C,5,87.14656739,,,
CC1=CC[C@H](C(C)C)C=C1,[H],[CH2]C1=CC[C@H](C(C)C)C=C1,C-H,10,86.16765335,,,
CC1=CC[C@H](C(C)C)C=C1,[H],CC1=[C]C[C@H](C(C)C)C=C1,C-H,13,109.1062448,,,
CC1=CC[C@H](C(C)C)C=C1,[H],CC1=C[CH][C@H](C(C)C)C=C1,C-H,14,74.56375693,,,
CC1=CC[C@H](C(C)C)C=C1,[H],C[C](C)[C@@H]1C=CC(C)=CC1,C-H,17,94.20165108,,,
CC1=CC[C@H](C(C)C)C=C1,[H],CC1=CC[C@H](C(C)C)[C]=C1,C-H,24,107.929038,,,
CC1=CC[C@H](C(C)C)C=C1,[H],CC1=CC[C@H](C(C)C)C=[C]1,C-H,25,109.2825749,,,
CC(C)=C(O)[C@H](O)CO,C[C]=C(O)[C@H](O)CO,[CH3],C-C,0,100.4095976,,,
CC(C)=C(O)[C@H](O)CO,CC(C)=[C][C@H](O)CO,[OH],C-O,3,112.8167056,,,
CC(C)=C(O)[C@H](O)CO,[CH2][C@@H](O)C(O)=C(C)C,[OH],C-O,7,98.9374615,,,
CC(C)=C(O)[C@H](O)CO,[H],[CH2]C(C)=C(O)[C@H](O)CO,C-H,8,85.25274523,,,
CC(C)=C(O)[C@H](O)CO,[H],CC(C)=C([O])[C@H](O)CO,H-O,14,75.08772694,,,
CC(C)=C(O)[C@H](O)CO,[H],CC(C)=C(O)[C@H]([O])CO,H-O,16,103.2120528,,,
CC(C)=C(O)[C@H](O)CO,[H],CC(C)=C(O)[C@H](O)[CH]O,C-H,17,94.44449706,,,
CC(C)=C(O)[C@H](O)CO,[H],CC(C)=C(O)[C@H](O)C[O],H-O,19,106.0722388,,,
CC(C)=NO,C[C]=NO,[CH3],C-C,0,98.83203999,,,
CC(C)=NO,CC(C)=[N],[OH],N-O,3,63.20333399,,,
CC(C)=NO,[H],[CH2]C(C)=NO,C-H,4,88.25161074,,,
CN(CCO)CCO,OCC[N]CCO,[CH3],C-N,0,77.65988633,,,
CN(CCO)CCO,C[N]CCO,[CH2]CO,C-N,1,79.95907931,,,
CN(CCO)CCO,[CH2]N(C)CCO,[CH2]O,C-C,2,79.82855744,,,
CN(CCO)CCO,[CH2]CN(C)CCO,[OH],C-O,3,95.53887276,,,
CN(CCO)CCO,[H],[CH2]N(CCO)CCO,C-H,7,87.97550678,,,
CN(CCO)CCO,[H],CN([CH]CO)CCO,C-H,10,91.26428145,,,
CN(CCO)CCO,[H],CN(C[CH]O)CCO,C-H,12,91.74118829,,,
CN(CCO)CCO,[H],CN(CC[O])CCO,H-O,14,104.9791182,,,
N#CC1CCNCC1,[H],N#C[C]1CCNCC1,C-H,8,82.0919824,,,
N#CC1CCNCC1,[H],N#CC1CC[N]CC1,H-N,13,92.53561469,,,
Cc1cccc(CN)c1,[CH3],NCc1c[c]ccc1,C-C,0,102.5148903,,,
Cc1cccc(CN)c1,[CH2]N,Cc1c[c]ccc1,C-C,5,93.80506539,,,
Cc1cccc(CN)c1,[CH2]c1cccc(C)c1,[NH2],C-N,6,75.70896085,,,
Cc1cccc(CN)c1,[H],[CH2]c1cccc(CN)c1,C-H,9,89.76641747,,,
Cc1cccc(CN)c1,[H],Cc1[c]ccc(CN)c1,C-H,12,111.1512967,,,
Cc1cccc(CN)c1,[H],Cc1c[c]cc(CN)c1,C-H,13,110.7151779,,,
Cc1cccc(CN)c1,[H],Cc1cc[c]c(CN)c1,C-H,14,110.4183662,,,
Cc1cccc(CN)c1,[H],Cc1cccc([CH]N)c1,C-H,15,78.70468882,,,
Cc1cccc(CN)c1,[H],Cc1cccc(C[NH])c1,H-N,17,99.21795803,,,
Cc1cccc(CN)c1,[H],Cc1[c]c(CN)ccc1,C-H,19,110.0475083,,,
O=NN1CCCCC1,[H],O=NN1[CH]CCCC1,C-H,8,89.19036421,,,
O=NN1CCCCC1,[H],O=NN1C[CH]CCC1,C-H,10,99.05480569,,,
O=NN1CCCCC1,[H],O=NN1CC[CH]CC1,C-H,12,97.91964191,,,
COc1cccc(C)c1,[CH3],Cc1cccc([O])c1,C-O,0,68.88166293,,,
COc1cccc(C)c1,C[O],Cc1c[c]ccc1,C-O,1,101.8051776,,,
COc1cccc(C)c1,[CH3],COc1c[c]ccc1,C-C,6,102.4609245,,,
COc1cccc(C)c1,[H],[CH2]Oc1cccc(C)c1,C-H,9,96.56045741,,,
COc1cccc(C)c1,[H],COc1[c]ccc(C)c1,C-H,12,113.5182606,,,
COc1cccc(C)c1,[H],COc1c[c]cc(C)c1,C-H,13,110.5620657,,,
COc1cccc(C)c1,[H],COc1cc[c]c(C)c1,C-H,14,112.0009439,,,
COc1cccc(C)c1,[H],[CH2]c1cccc(OC)c1,C-H,15,89.85301371,,,
COc1cccc(C)c1,[H],COc1[c]c(C)ccc1,C-H,18,113.1486578,,,
CNC1CCCCC1,[CH3],[NH]C1CCCCC1,C-N,0,82.72137393,,,
CNC1CCCCC1,[CH]1CCCCC1,C[NH],C-N,1,82.90272403,,,
CNC1CCCCC1,[H],[CH2]NC1CCCCC1,C-H,8,90.54578365,,,
CNC1CCCCC1,[H],C[N]C1CCCCC1,H-N,11,94.05544148,,,
